,GPA,GRE_Verbal,GRE_Quantitative,GRE_Writing,GRE_Subject,American,Papers,Research,Decision,GPA_rev,GRE_Verbal_rev,GRE_Quantitative_rev,GRE_Writing_rev,GRE_Subject_rev,Decision_rev,GPA_log,GRE_Verbal_log,GRE_Quantitative_log,GRE_Writing_log,GRE_Subject_log,GPA_sq,GRE_Verbal_sq,GRE_Quantitative_sq,GRE_Writing_sq,GRE_Subject_sq,GRE_Verbal_pc,GRE_Quantitative_pc,GRE_Writing_pc,GRE_Subject_pc,GREVxGREQ,GREVxGRES,GREQxGRES,GREVxGREQxGRES
18,3.6,154.0,164.0,4.0,940.0,0,0.0,0.0,1,0.3999999999999999,16.0,6.0,1.0,50.0,0,0.14612803567823798,1.2304489213782739,0.8450980400142567,0.30102999566398114,1.7075701760979363,12.96,23716.0,26896.0,16.0,883600.0,0.6803095750532786,0.8900370314086274,0.7172571725110044,0.9254951129550846,158.92136420255144,380.4733893454311,392.63214336067796,287.4070878089261
19,3.87,160.0,165.0,3.5,710.0,1,0.0,0.0,0,0.1299999999999999,10.0,5.0,1.5,280.0,1,0.05307844348341968,1.041392685158225,0.7781512503836435,0.3979400086720376,2.4487063199050794,14.9769,25600.0,27225.0,12.25,504100.0,0.881061215205243,0.9092668843960745,0.5,0.49495023257145315,162.48076809271922,337.0459909270544,342.2718218024967,265.6363017105971
20,3.58,159.0,160.0,4.0,610.0,1,1.0,1.0,0,0.41999999999999993,11.0,10.0,1.0,380.0,1,0.15228834438305644,1.0791812460476247,1.041392685158225,0.30102999566398114,2.580924975675619,12.8164,25281.0,25600.0,16.0,372100.0,0.8558105218404848,0.7848297100132327,0.7172571725110044,0.25927905859573896,159.4992162990151,311.432175601687,312.40998703626616,249.43016882320504
21,3.69,161.0,170.0,4.5,910.0,0,0.0,0.0,0,0.31000000000000005,9.0,0.0,0.5,80.0,1,0.11727129565576426,1.0,0.0,0.17609125905568124,1.9084850188786497,13.6161,25921.0,28900.0,20.25,828100.0,0.9030164326359974,0.9702106965136724,0.8748096710720308,0.8949270871089533,165.43881044059765,382.76624720578485,393.31920878594275,292.0375725718527
22,3.3,156.0,153.0,4.0,630.0,1,0.0,0.0,0,0.7000000000000002,14.0,17.0,1.0,360.0,1,0.23044892137827394,1.1760912590556811,1.2552725051033058,0.30102999566398114,2.5575072019056577,10.889999999999999,24336.0,23409.0,16.0,396900.0,0.7598476492929147,0.5087384529318417,0.7172571725110044,0.3018847842297733,154.4927182750048,313.4964114627151,310.4673895918861,246.82294293076492
23,3.89,159.0,170.0,3.5,990.0,0,0.0,0.0,0,0.10999999999999988,11.0,0.0,1.5,0.0,1,0.045322978786657385,1.0791812460476247,0.0,0.3979400086720376,0.0,15.132100000000001,25281.0,28900.0,12.25,980100.0,0.8558105218404848,0.9702106965136724,0.5,0.9607531528428073,164.40802900101932,396.7492911146786,410.2438299353203,299.10734653371645
24,2.9,152.0,157.0,3.5,530.0,1,1.0,0.0,0,1.1,18.0,13.0,1.5,460.0,1,0.32221929473391925,1.2787536009528289,1.1461280356782377,0.3979400086720376,2.663700925389648,8.41,23104.0,24649.0,12.25,280900.0,0.5914656232176746,0.6772497514907866,0.5,0.12468134423223359,154.47977213862012,283.83093559370866,288.46143589741763,232.99129932451092
25,2.9,152.0,157.0,3.5,530.0,1,1.0,0.0,0,1.1,18.0,13.0,1.5,460.0,1,0.32221929473391925,1.2787536009528289,1.1461280356782377,0.3979400086720376,2.663700925389648,8.41,23104.0,24649.0,12.25,280900.0,0.5914656232176746,0.6772497514907866,0.5,0.12468134423223359,154.47977213862012,283.83093559370866,288.46143589741763,232.99129932451092
26,2.9,152.0,157.0,3.5,530.0,1,1.0,0.0,0,1.1,18.0,13.0,1.5,460.0,1,0.32221929473391925,1.2787536009528289,1.1461280356782377,0.3979400086720376,2.663700925389648,8.41,23104.0,24649.0,12.25,280900.0,0.5914656232176746,0.6772497514907866,0.5,0.12468134423223359,154.47977213862012,283.83093559370866,288.46143589741763,232.99129932451092
27,2.9,152.0,157.0,3.5,530.0,1,1.0,0.0,0,1.1,18.0,13.0,1.5,460.0,1,0.32221929473391925,1.2787536009528289,1.1461280356782377,0.3979400086720376,2.663700925389648,8.41,23104.0,24649.0,12.25,280900.0,0.5914656232176746,0.6772497514907866,0.5,0.12468134423223359,154.47977213862012,283.83093559370866,288.46143589741763,232.99129932451092
28,3.96,159.0,157.0,3.0,760.0,1,0.0,0.0,0,0.040000000000000036,11.0,13.0,2.0,230.0,1,0.017033339298780367,1.0791812460476247,1.1461280356782377,0.47712125471966244,2.363611979892144,15.6816,25281.0,24649.0,9.0,577600.0,0.8558105218404848,0.6772497514907866,0.28274282748899554,0.6193589021984933,157.99683541134613,347.6204827106711,345.4272716506327,266.70845872777414
29,3.7,158.0,163.0,5.0,650.0,1,0.0,0.0,0,0.2999999999999998,12.0,7.0,0.0,340.0,1,0.11394335230683669,1.1139433523068367,0.9030899869919434,0.0,2.5327543789924976,13.690000000000001,24964.0,26569.0,25.0,422500.0,0.8271750203908003,0.8680447469116805,0.9576585270212108,0.34737947274174874,160.48052841388576,320.4684071792413,325.49961597519587,255.81107887730113
30,3.38,160.0,170.0,3.0,890.0,0,0.0,1.0,0,0.6200000000000001,10.0,0.0,2.0,100.0,1,0.20951501454263097,1.041392685158225,0.0,0.47712125471966244,2.0043213737826426,11.424399999999999,25600.0,28900.0,9.0,792100.0,0.881061215205243,0.9702106965136724,0.28274282748899554,0.8700404323764948,164.92422502470643,377.35924528226417,388.97300677553454,289.2808180270286
